Signal Type: RIP_Thorax_Type
Start Time: 26/04/2023 19:18:17
Sample Rate: 32
Length: 9648
Unit: 

Data:
19:18:17,000; 0
19:18:17,031; 0
19:18:17,062; 0
19:18:17,094; 0
19:18:17,125; 0
19:18:17,156; 0
19:18:17,188; 0
19:18:17,219; 0
19:18:17,250; 0
19:18:17,281; 0
19:18:17,312; 0
19:18:17,344; 0
19:18:17,375; 0
19:18:17,406; 0
19:18:17,438; 0
19:18:17,469; 0
19:18:17,500; 643
19:18:17,531; 382
19:18:17,563; 420
19:18:17,594; 456
19:18:17,625; 490
19:18:17,656; 521
19:18:17,688; 549
19:18:17,719; 573
19:18:17,750; 594
19:18:17,781; 610
19:18:17,813; 623
19:18:17,844; 632
19:18:17,875; 637
19:18:17,906; 637
19:18:17,938; 635
19:18:17,969; 629
19:18:18,000; 620
19:18:18,031; 608
19:18:18,063; 594
19:18:18,094; 578
19:18:18,125; 561
19:18:18,156; 542
19:18:18,188; 523
19:18:18,219; 503
19:18:18,250; 483
19:18:18,281; 464
19:18:18,312; 444
19:18:18,344; 426
19:18:18,375; 408
19:18:18,406; 391
19:18:18,438; 375
19:18:18,469; 359
19:18:18,500; 345
19:18:18,531; 332
19:18:18,562; 320
19:18:18,594; 309
19:18:18,625; 298
19:18:18,656; 289
19:18:18,688; 281
19:18:18,719; 273
19:18:18,750; 266
19:18:18,781; 260
19:18:18,812; 254
19:18:18,844; 249
19:18:18,875; 245
19:18:18,906; 241
19:18:18,938; 237
19:18:18,969; 234
19:18:19,000; 231
19:18:19,031; 229
19:18:19,062; 227
19:18:19,094; 225
19:18:19,125; 222
19:18:19,156; 220
19:18:19,188; 218
19:18:19,219; 216
19:18:19,250; 214
19:18:19,281; 211
19:18:19,313; 208
19:18:19,344; 205
19:18:19,375; 202
19:18:19,406; 198
19:18:19,438; 195
19:18:19,469; 191
19:18:19,500; 187
19:18:19,531; 183
19:18:19,563; 179
19:18:19,594; 174
19:18:19,625; 170
19:18:19,656; 165
19:18:19,688; 160
19:18:19,719; 156
19:18:19,750; 150
19:18:19,781; 145
