Signal Type: RIP_Thorax_Type
Start Time: 26/04/2023 19:35:20
Sample Rate: 32
Length: 10000
Unit: 

Data:
19:35:20,000; 245
19:35:20,031; 250
19:35:20,062; 151
19:35:20,094; 163
19:35:20,125; 174
19:35:20,156; 184
19:35:20,187; 193
19:35:20,219; 200
19:35:20,250; 206
19:35:20,281; 211
19:35:20,312; 214
19:35:20,344; 216
19:35:20,375; 216
19:35:20,406; 216
19:35:20,437; 214
19:35:20,469; 212
19:35:20,500; 208
19:35:20,531; 205
19:35:20,562; 201
19:35:20,594; 197
19:35:20,625; 192
19:35:20,656; 188
19:35:20,687; 185
19:35:20,719; 181
19:35:20,750; 179
19:35:20,781; 176
19:35:20,812; 175
19:35:20,844; 174
19:35:20,875; 173
19:35:20,906; 174
19:35:20,938; 175
19:35:20,969; 176
19:35:21,000; 178
19:35:21,031; 180
19:35:21,062; 182
19:35:21,094; 184
19:35:21,125; 187
19:35:21,156; 190
19:35:21,188; 192
19:35:21,219; 195
19:35:21,250; 197
19:35:21,281; 199
19:35:21,312; 201
19:35:21,344; 203
19:35:21,375; 204
19:35:21,406; 205
19:35:21,437; 206
19:35:21,469; 206
19:35:21,500; 206
19:35:21,531; 206
19:35:21,562; 206
19:35:21,594; 206
19:35:21,625; 205
19:35:21,656; 205
19:35:21,687; 204
19:35:21,719; 203
19:35:21,750; 202
19:35:21,781; 201
19:35:21,812; 200
19:35:21,844; 199
19:35:21,875; 197
19:35:21,906; 196
19:35:21,937; 195
19:35:21,969; 194
19:35:22,000; 192
19:35:22,031; 191
19:35:22,062; 189
19:35:22,094; 188
19:35:22,125; 187
19:35:22,156; 185
19:35:22,187; 184
19:35:22,219; 183
19:35:22,250; 182
19:35:22,281; 180
19:35:22,312; 179
19:35:22,344; 178
19:35:22,375; 178
19:35:22,406; 177
19:35:22,438; 176
19:35:22,469; 176
19:35:22,500; 175
19:35:22,531; 174
19:35:22,562; 174
19:35:22,594; 173
19:35:22,625; 173
19:35:22,656; 172
19:35:22,688; 171
19:35:22,719; 169
19:35:22,750; 167
19:35:22,781; 164
